This file was created using the 201904 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
19920423    ,0.70   ,-0.66    ,0.12    ,0.01
19920424    ,0.04    ,0.36    ,0.21    ,0.01
19920427    ,0.29   ,-0.22   ,-0.02    ,0.01
19920428   ,-0.02   ,-0.34    ,0.20    ,0.01
19920429    ,0.36    ,0.06   ,-0.04    ,0.01
19920430    ,0.41    ,0.40   ,-0.37    ,0.01
19920501    ,0.10    ,0.46   ,-0.01    ,0.01
19920504    ,0.41   ,-0.15   ,-0.14    ,0.01
19920505    ,0.11    ,0.17   ,-0.01    ,0.01
19920506    ,0.91   ,-0.31   ,-0.01    ,0.01
19920507    ,0.58   ,-0.36    ,0.21    ,0.01
19920508   ,-0.14    ,0.13    ,0.00    ,0.01
19920511    ,0.74    ,0.03   ,-0.06    ,0.01
19920512    ,0.56    ,0.26    ,0.10    ,0.01
19920513    ,0.38   ,-0.05    ,0.02    ,0.01
19920514   ,-0.34    ,0.29    ,0.20    ,0.01
19920515   ,-1.32    ,0.85    ,0.07    ,0.01
19920518    ,1.39   ,-0.78   ,-0.19    ,0.01
19920519    ,0.63   ,-0.46   ,-0.05    ,0.01
19920520   ,-0.09    ,0.03    ,0.09    ,0.01
19920521   ,-0.68    ,0.33    ,0.13    ,0.01
19920522    ,0.01    ,0.13    ,0.00    ,0.01
19920525    ,0.38   ,-0.21    ,0.06    ,0.01
19920526   ,-0.46    ,0.42    ,0.19    ,0.01
19920527   ,-0.92    ,0.11    ,0.01    ,0.01
19920528    ,0.55   ,-0.42   ,-0.25    ,0.01
19920529    ,1.23   ,-0.34    ,0.31    ,0.01
19920601   ,-0.12    ,0.21   ,-0.21    ,0.01
19920602   ,-0.22    ,0.34    ,0.36    ,0.01
19920603   ,-0.12    ,0.00    ,0.14    ,0.01
19920604   ,-0.29    ,0.32    ,0.30    ,0.01
19920605    ,0.03    ,0.05    ,0.06    ,0.01
19920608   ,-0.43   ,-0.02    ,0.17    ,0.01
19920609   ,-0.37   ,-0.14    ,0.08    ,0.01
19920610   ,-0.38   ,-0.05    ,0.06    ,0.01
19920611    ,0.26   ,-0.37   ,-0.06    ,0.01
19920612   ,-0.24    ,0.30   ,-0.13    ,0.01
19920615   ,-0.51    ,0.17    ,0.00    ,0.01
19920616    ,0.05   ,-0.31    ,0.22    ,0.01
19920617   ,-1.60    ,0.32    ,0.11    ,0.01
19920618   ,-0.85    ,0.22   ,-0.08    ,0.01
19920619    ,0.71   ,-0.61   ,-0.04    ,0.01
19920622   ,-0.83    ,0.30   ,-0.15    ,0.01
19920623    ,0.26   ,-0.35   ,-0.03    ,0.01
19920624   ,-0.10    ,0.17    ,0.29    ,0.01
19920625    ,0.80   ,-0.60    ,0.28    ,0.01
19920626   ,-0.45    ,0.36    ,0.02    ,0.01
19920629    ,0.65   ,-0.11   ,-0.17    ,0.01
19920630    ,0.02    ,0.13   ,-0.09    ,0.01
19920701    ,0.90   ,-0.69   ,-0.23    ,0.01
19920702    ,0.68   ,-0.36    ,0.09    ,0.01
19920703    ,0.02    ,0.01    ,0.00    ,0.01
19920706   ,-0.05   ,-0.11   ,-0.01    ,0.01
19920707   ,-0.43    ,0.24    ,0.37    ,0.01
19920708   ,-0.24   ,-0.29    ,0.04    ,0.01
19920709    ,0.10   ,-0.48   ,-0.20    ,0.01
19920710    ,0.50    ,0.12   ,-0.03    ,0.01
19920713    ,0.57   ,-0.07    ,0.02    ,0.01
19920714   ,-0.07   ,-0.08   ,-0.19    ,0.01
19920715    ,0.23    ,0.15   ,-0.10    ,0.01
19920716   ,-0.09    ,0.06   ,-0.32    ,0.01
19920717   ,-0.63    ,0.48   ,-0.10    ,0.01
19920720   ,-2.20    ,0.41   ,-0.12    ,0.01
19920721   ,-0.01   ,-0.23   ,-0.04    ,0.01
19920722   ,-1.40    ,0.39    ,0.16    ,0.01
19920723    ,0.60   ,-0.67   ,-0.10    ,0.01
19920724   ,-1.25    ,0.45   ,-0.01    ,0.01
19920727    ,0.13    ,0.13    ,0.02    ,0.01
19920728    ,0.82   ,-0.67   ,-0.09    ,0.01
19920729    ,0.17   ,-0.60   ,-0.20    ,0.01
19920730    ,0.55   ,-0.44   ,-0.15    ,0.01
19920731    ,0.56   ,-0.07   ,-0.10    ,0.01
19920803   ,-0.03    ,0.02    ,0.03    ,0.01
19920804   ,-0.23   ,-0.05    ,0.13    ,0.01
19920805   ,-0.27   ,-0.33    ,0.08    ,0.01
19920806   ,-0.37   ,-0.09   ,-0.10    ,0.01
19920807   ,-0.59    ,0.34   ,-0.07    ,0.01
19920810   ,-1.02    ,0.02    ,0.10    ,0.01
19920811   ,-0.80   ,-0.09    ,0.09    ,0.01
19920812   ,-0.43   ,-0.17   ,-0.15    ,0.01
19920813    ,0.26   ,-0.57   ,-0.05    ,0.01
19920814    ,0.38   ,-0.52   ,-0.16    ,0.01
19920817    ,0.51   ,-0.31    ,0.00    ,0.01
19920818   ,-0.76    ,0.43   ,-0.04    ,0.01
19920819   ,-0.05   ,-0.25   ,-0.22    ,0.01
19920820    ,0.87   ,-0.73   ,-0.24    ,0.01
19920821    ,1.85   ,-1.00   ,-0.27    ,0.01
19920824    ,0.69    ,0.14   ,-0.31    ,0.01
19920825   ,-0.69    ,0.59    ,0.15    ,0.01
19920826    ,0.14   ,-0.13   ,-0.13    ,0.01
19920827    ,1.54   ,-0.53   ,-0.27    ,0.01
19920828    ,1.28   ,-0.08    ,0.07    ,0.01
19920831    ,0.20    ,0.60   ,-0.19    ,0.01
19920901    ,0.00    ,0.40   ,-0.41    ,0.01
19920902   ,-0.21    ,0.01    ,0.08    ,0.01
19920903    ,0.83   ,-1.21   ,-0.54    ,0.01
19920904    ,0.72   ,-0.16   ,-0.18    ,0.01
19920907   ,-0.32    ,0.25    ,0.15    ,0.01
19920908   ,-0.46    ,0.39    ,0.15    ,0.01
19920909   ,-0.12   ,-0.50   ,-0.28    ,0.01
19920910    ,0.48    ,0.15   ,-0.25    ,0.01
19920911   ,-1.61    ,0.56   ,-0.04    ,0.01
19920914    ,0.90   ,-1.05   ,-0.08    ,0.01
19920915   ,-0.93    ,0.50    ,0.10    ,0.01
19920916   ,-1.75   ,-0.09    ,0.02    ,0.01
19920917    ,0.97   ,-0.49    ,0.10    ,0.01
19920918    ,0.20   ,-0.46    ,0.05    ,0.01
19920921    ,0.02    ,0.35   ,-0.03    ,0.01
19920922    ,0.18   ,-0.08   ,-0.01    ,0.01
19920923    ,0.18   ,-0.10   ,-0.05    ,0.01
19920924    ,0.37   ,-0.08   ,-0.38    ,0.01
19920925   ,-0.49    ,0.33    ,0.59    ,0.01
19920928   ,-0.13    ,0.48    ,0.10    ,0.01
19920929    ,0.31    ,0.07   ,-0.26    ,0.01
19920930   ,-0.48    ,0.61    ,0.15    ,0.01
19921001   ,-0.58   ,-0.33    ,0.26    ,0.01
19921002   ,-0.47    ,0.35    ,0.11    ,0.01
19921005   ,-1.73    ,0.28    ,0.12    ,0.01
19921006    ,0.18   ,-0.36   ,-0.24    ,0.01
19921007   ,-0.30    ,0.09   ,-0.06    ,0.01
19921008   ,-0.22   ,-0.33   ,-0.37    ,0.01
19921009   ,-0.48    ,0.37    ,0.28    ,0.01
19921012    ,1.09   ,-0.54   ,-0.13    ,0.01
19921013    ,0.57   ,-0.36   ,-0.20    ,0.01
19921014   ,-0.03    ,0.20    ,0.00    ,0.01
19921015    ,0.25   ,-0.11    ,0.03    ,0.01
19921016   ,-0.27    ,0.03   ,-0.07    ,0.01
19921019   ,-0.54    ,0.18   ,-0.28    ,0.01
19921020   ,-0.26   ,-0.33    ,0.00    ,0.01
19921021    ,0.21    ,0.01   ,-0.03    ,0.01
19921022    ,0.59    ,0.09    ,0.09    ,0.01
19921023   ,-0.22    ,0.01   ,-0.02    ,0.01
19921026   ,-0.23   ,-0.07    ,0.15    ,0.01
19921027    ,0.24   ,-0.15   ,-0.02    ,0.01
19921028   ,-0.41    ,0.32   ,-0.06    ,0.01
19921029   ,-0.06    ,0.16   ,-0.26    ,0.01
19921030   ,-0.34    ,0.16    ,0.21    ,0.01
19921102    ,0.00   ,-0.41   ,-0.20    ,0.01
19921103    ,0.34    ,0.08    ,0.22    ,0.01
19921104   ,-0.31   ,-0.05   ,-0.03    ,0.01
19921105    ,0.07    ,0.17   ,-0.37    ,0.01
19921106   ,-0.58    ,0.39   ,-0.28    ,0.01
19921109   ,-0.70    ,0.36    ,0.01    ,0.01
19921110    ,0.31   ,-0.22   ,-0.25    ,0.01
19921111    ,0.33    ,0.18   ,-0.36    ,0.01
19921112    ,0.34   ,-0.41    ,0.16    ,0.01
19921113    ,0.04    ,0.37   ,-0.05    ,0.01
19921116   ,-1.04    ,0.35   ,-0.10    ,0.01
19921117   ,-0.39   ,-0.03    ,0.33    ,0.01
19921118    ,1.39   ,-0.79   ,-0.73    ,0.01
19921119    ,0.41    ,0.05   ,-0.28    ,0.01
19921120   ,-0.10   ,-0.06   ,-0.15    ,0.01
19921123   ,-0.16    ,0.24   ,-0.04    ,0.01
19921124    ,0.41   ,-0.10   ,-0.02    ,0.01
19921125    ,0.58    ,0.02    ,0.10    ,0.01
19921126    ,0.14   ,-0.05    ,0.14    ,0.01
19921127    ,0.15   ,-0.02    ,0.00    ,0.01
19921130    ,0.57   ,-0.12    ,0.17    ,0.01
19921201    ,0.08    ,0.37    ,0.04    ,0.01
19921202   ,-0.20    ,0.26    ,0.06    ,0.01
19921203   ,-0.18    ,0.10   ,-0.19    ,0.01
19921204    ,0.02   ,-0.01   ,-0.05    ,0.01
19921207    ,1.07   ,-0.15   ,-0.15    ,0.01
19921208    ,0.25   ,-0.15    ,0.11    ,0.01
19921209   ,-0.32    ,0.01    ,0.21    ,0.01
19921210   ,-0.03   ,-0.22    ,0.25    ,0.01
19921211   ,-0.26    ,0.23    ,0.00    ,0.01
19921214   ,-0.04    ,0.16    ,0.03    ,0.01
19921215   ,-0.05   ,-0.22   ,-0.18    ,0.01
19921216    ,0.15    ,0.02    ,0.26    ,0.01
19921217    ,0.64   ,-0.20   ,-0.31    ,0.01
19921218    ,0.86   ,-0.62   ,-0.20    ,0.01
19921221    ,0.20   ,-0.10    ,0.05    ,0.01
19921222   ,-0.21   ,-0.36    ,0.31    ,0.01
19921223   ,-0.21    ,0.26    ,0.29    ,0.01
19921224    ,0.19    ,0.06    ,0.02    ,0.01
19921225   ,-0.16    ,0.12    ,0.11    ,0.01
19921228   ,-0.86    ,0.21    ,0.19    ,0.01
19921229    ,0.18    ,0.12   ,-0.02    ,0.01
19921230   ,-0.25    ,0.67    ,0.15    ,0.01
19921231   ,-0.09    ,0.73   ,-0.01    ,0.01
19930101    ,0.00    ,0.00    ,0.01    ,0.01
19930104   ,-0.52   ,-0.19    ,0.19    ,0.01
19930105    ,0.39    ,0.21    ,0.20    ,0.01
19930106   ,-0.29    ,0.38    ,0.32    ,0.01
19930107   ,-0.41    ,0.47    ,0.20    ,0.01
19930108   ,-0.52    ,0.22   ,-0.02    ,0.01
19930111    ,0.22    ,0.22    ,0.10    ,0.01
19930112   ,-0.18   ,-0.02    ,0.10    ,0.01
19930113   ,-0.08    ,0.09   ,-0.04    ,0.01
19930114    ,0.39   ,-0.04    ,0.12    ,0.01
19930115    ,0.13    ,0.06    ,0.13    ,0.01
19930118    ,0.49    ,0.07    ,0.54    ,0.01
19930119    ,0.02    ,0.10    ,0.71    ,0.01
19930120   ,-0.08    ,0.37    ,0.19    ,0.01
19930121   ,-0.10   ,-0.18   ,-0.09    ,0.01
19930122    ,0.26    ,0.11    ,0.22    ,0.01
19930125    ,0.73    ,0.25   ,-0.12    ,0.01
19930126    ,0.24   ,-0.06    ,0.14    ,0.01
19930127   ,-0.58   ,-0.19    ,0.34    ,0.01
19930128    ,0.53   ,-0.48   ,-0.08    ,0.01
19930129   ,-0.31    ,0.18    ,0.06    ,0.01
19930201    ,0.11   ,-0.27    ,0.07    ,0.01
19930202    ,0.04    ,0.22    ,0.23    ,0.01
19930203    ,0.67   ,-0.15   ,-0.07    ,0.01
19930204    ,0.17   ,-0.03    ,0.45    ,0.01
19930205    ,0.33   ,-0.33    ,0.61    ,0.01
19930208    ,0.09    ,0.08    ,0.29    ,0.01
19930209   ,-0.17    ,0.12    ,0.20    ,0.01
19930210   ,-0.03    ,0.03   ,-0.07    ,0.01
19930211    ,0.22    ,0.06    ,0.05    ,0.01
19930212   ,-0.18    ,0.04    ,0.26    ,0.01
19930215    ,0.23   ,-0.22   ,-0.01    ,0.01
19930216   ,-0.79    ,0.07    ,0.48    ,0.01
19930217   ,-0.09   ,-0.46    ,0.21    ,0.01
19930218    ,0.23    ,0.30    ,0.10    ,0.01
19930219    ,0.40   ,-0.04    ,0.55    ,0.01
19930222    ,0.45   ,-0.51    ,0.94    ,0.01
19930223   ,-0.40    ,0.19   ,-0.23    ,0.01
19930224    ,0.08   ,-0.06   ,-0.45    ,0.01
19930225    ,0.18   ,-0.12   ,-0.02    ,0.01
19930226    ,0.32   ,-0.23    ,0.00    ,0.01
19930301    ,0.03    ,0.16    ,0.22    ,0.01
19930302    ,0.89   ,-0.25   ,-0.34    ,0.01
19930303    ,0.53    ,0.13   ,-0.18    ,0.01
19930304   ,-0.26    ,0.38    ,0.07    ,0.01
19930305   ,-0.39    ,0.12   ,-0.01    ,0.01
19930308    ,2.07   ,-1.24   ,-0.08    ,0.01
19930309    ,0.18   ,-0.03    ,0.24    ,0.01
19930310    ,0.24   ,-0.13   ,-0.02    ,0.01
19930311   ,-0.05    ,0.29    ,0.17    ,0.01
19930312   ,-0.53    ,0.53   ,-0.04    ,0.01
19930315    ,0.00    ,0.14   ,-0.15    ,0.01
19930316    ,0.31    ,0.17    ,0.07    ,0.01
19930317   ,-0.05   ,-0.11    ,0.43    ,0.01
19930318    ,1.91   ,-0.73    ,0.12    ,0.01
19930319   ,-0.10    ,0.14    ,0.32    ,0.01
19930322   ,-0.29   ,-0.10    ,0.18    ,0.01
19930323   ,-0.39    ,0.16    ,0.17    ,0.01
19930324   ,-0.49    ,0.16    ,0.06    ,0.01
19930325    ,0.66   ,-0.20    ,0.08    ,0.01
19930326    ,0.75    ,0.24    ,0.78    ,0.01
19930329    ,0.78   ,-0.18    ,0.21    ,0.01
19930330    ,0.35    ,0.18   ,-0.20    ,0.01
19930331    ,0.37    ,0.45   ,-0.24    ,0.01
19930401    ,1.02   ,-0.50   ,-0.30    ,0.01
19930402    ,0.10   ,-0.51    ,0.41    ,0.01
19930405    ,0.51   ,-0.35    ,0.61    ,0.01
19930406   ,-0.81    ,0.16    ,0.64    ,0.01
19930407    ,0.79   ,-0.51    ,0.43    ,0.01
19930408    ,0.43   ,-0.03    ,0.44    ,0.01
19930409    ,0.00    ,0.52    ,0.00    ,0.01
19930412    ,0.66   ,-0.21   ,-0.13    ,0.01
19930413    ,1.39   ,-0.40    ,0.20    ,0.01
19930414   ,-0.43    ,0.66    ,0.50    ,0.01
19930415   ,-0.21    ,0.37    ,0.14    ,0.01
19930416   ,-0.40    ,0.33    ,0.42    ,0.01
19930419    ,0.33    ,0.04   ,-0.17    ,0.01
19930420   ,-0.17    ,0.30   ,-0.35    ,0.01
19930421   ,-0.43    ,0.40   ,-0.20    ,0.01
19930422   ,-0.10    ,0.36    ,0.01    ,0.01
19930423   ,-0.16    ,0.15   ,-0.17    ,0.01
19930426   ,-0.09    ,0.01   ,-0.02    ,0.01
19930427    ,0.41   ,-0.69   ,-0.31    ,0.01
19930428    ,0.46    ,0.15    ,0.56    ,0.01
19930429    ,0.10    ,0.20   ,-0.10    ,0.01
19930430    ,0.85    ,0.05    ,0.14    ,0.01
19930503    ,0.28   ,-0.06   ,-0.12    ,0.01
19930504    ,0.47    ,0.22   ,-0.18    ,0.01
19930505    ,0.06    ,0.22   ,-0.23    ,0.01
19930506   ,-0.06    ,0.71    ,0.02    ,0.01
19930507   ,-0.21    ,0.40   ,-0.25    ,0.01
19930510   ,-0.38   ,-0.06   ,-0.24    ,0.01
19930511    ,0.33    ,0.61    ,0.11    ,0.01
19930512   ,-0.41    ,0.57    ,0.27    ,0.01
19930513   ,-0.55    ,0.43    ,0.36    ,0.01
19930514    ,0.43    ,0.24   ,-0.39    ,0.01
19930517   ,-0.11   ,-0.10   ,-0.27    ,0.01
19930518   ,-0.46    ,0.25    ,0.12    ,0.01
19930519    ,0.85   ,-0.42   ,-0.35    ,0.01
19930520    ,0.34   ,-0.06   ,-0.26    ,0.01
19930521    ,0.04    ,0.25    ,0.23    ,0.01
19930524    ,0.00    ,0.04    ,0.04    ,0.01
19930525    ,0.89    ,0.03   ,-0.01    ,0.01
19930526    ,1.09   ,-0.21   ,-0.24    ,0.01
19930527    ,0.92    ,0.33   ,-0.08    ,0.01
19930528    ,0.05    ,0.51    ,0.04    ,0.01
19930531   ,-0.47    ,0.29    ,0.05    ,0.01
19930601    ,0.26   ,-0.11   ,-0.03    ,0.01
19930602   ,-0.01   ,-0.04    ,0.15    ,0.01
19930603    ,0.51   ,-0.17    ,0.28    ,0.01
19930604   ,-1.03    ,0.45    ,0.18    ,0.01
19930607    ,0.14    ,0.01   ,-0.13    ,0.01
19930608   ,-0.32   ,-0.12    ,0.04    ,0.01
19930609    ,0.15   ,-0.20    ,0.09    ,0.01
19930610    ,0.11   ,-0.10   ,-0.28    ,0.01
19930611    ,0.21   ,-0.14   ,-0.09    ,0.01
19930614    ,0.46   ,-0.24   ,-0.30    ,0.01
19930615   ,-1.48    ,0.23   ,-0.02    ,0.01
19930616   ,-0.59   ,-0.34    ,0.25    ,0.01
19930617   ,-0.27   ,-0.08   ,-0.02    ,0.01
19930618   ,-1.34    ,0.35    ,0.40    ,0.01
19930621   ,-1.37   ,-0.35    ,0.32    ,0.01
19930622    ,0.28   ,-0.41    ,0.15    ,0.01
19930623    ,0.55    ,0.04   ,-0.24    ,0.01
19930624    ,0.59   ,-0.23   ,-0.30    ,0.01
19930625    ,0.90    ,0.21   ,-0.15    ,0.01
19930628    ,1.07   ,-0.30    ,0.05    ,0.01
19930629   ,-0.37    ,0.55   ,-0.07    ,0.01
19930630   ,-0.50    ,0.06    ,0.06    ,0.01
19930701    ,0.54   ,-0.04    ,0.17    ,0.01
19930702   ,-0.95    ,0.65   ,-0.09    ,0.01
19930705   ,-0.23    ,0.01   ,-0.03    ,0.01
19930706   ,-0.20    ,0.05    ,0.19    ,0.01
19930707    ,0.24   ,-0.27    ,0.16    ,0.01
19930708    ,0.39   ,-0.47   ,-0.05    ,0.01
19930709   ,-0.24   ,-0.08    ,0.06    ,0.01
19930712    ,0.23   ,-0.22    ,0.02    ,0.01
19930713    ,1.00   ,-0.32   ,-0.10    ,0.01
19930714    ,0.45    ,0.15   ,-0.26    ,0.01
19930715   ,-0.46    ,0.15    ,0.29    ,0.01
19930716    ,0.20   ,-0.19    ,0.57    ,0.01
19930719   ,-0.31    ,0.13    ,0.21    ,0.01
19930720    ,0.07    ,0.11   ,-0.17    ,0.01
19930721   ,-0.10   ,-0.06    ,0.01    ,0.01
19930722    ,0.41   ,-0.41    ,0.05    ,0.01
19930723   ,-0.83    ,0.33   ,-0.13    ,0.01
19930726    ,0.55   ,-0.41    ,0.10    ,0.01
19930727    ,0.26   ,-0.30    ,0.05    ,0.01
19930728    ,0.16    ,0.34    ,0.12    ,0.01
19930729    ,0.66   ,-0.78   ,-0.04    ,0.01
19930730    ,0.42    ,0.12    ,0.20    ,0.01
19930802    ,0.75    ,0.02   ,-0.13    ,0.01
19930803    ,0.19    ,0.23    ,0.08    ,0.01
19930804    ,0.21   ,-0.04    ,0.11    ,0.01
19930805   ,-0.11    ,0.04    ,0.00    ,0.01
19930806    ,0.16    ,0.13    ,0.16    ,0.01
19930809    ,0.12   ,-0.13    ,0.11    ,0.01
19930810   ,-0.23    ,0.12    ,0.25    ,0.01
19930811    ,0.86   ,-0.41    ,0.18    ,0.01
19930812    ,0.31   ,-0.02    ,0.35    ,0.01
19930813    ,0.39    ,0.03    ,0.21    ,0.01
19930816    ,0.80   ,-0.05   ,-0.24    ,0.01
19930817    ,0.24   ,-0.01   ,-0.21    ,0.01
19930818    ,0.51    ,0.35   ,-0.17    ,0.01
19930819   ,-1.57    ,0.79   ,-0.07    ,0.01
19930820    ,0.41    ,0.14    ,0.19    ,0.01
19930823   ,-0.23    ,0.00   ,-0.02    ,0.01
19930824    ,0.12   ,-0.01   ,-0.07    ,0.01
19930825   ,-0.16    ,0.00    ,0.38    ,0.01
19930826    ,0.57   ,-0.12    ,0.04    ,0.01
19930827    ,0.55   ,-0.09   ,-0.03    ,0.01
19930830    ,0.21   ,-0.14    ,0.08    ,0.01
19930831    ,0.19    ,0.01   ,-0.19    ,0.01
19930901   ,-0.22    ,0.39   ,-0.07    ,0.01
19930902   ,-0.15    ,0.31   ,-0.15    ,0.01
19930903    ,0.78    ,0.11    ,0.11    ,0.01
19930906    ,0.01    ,0.12    ,0.06    ,0.01
19930907   ,-0.45    ,0.08    ,0.12    ,0.01
19930908   ,-0.87    ,0.00    ,0.08    ,0.01
19930909    ,0.22    ,0.20    ,0.17    ,0.01
19930910    ,0.18    ,0.11   ,-0.09    ,0.01
19930913    ,0.15   ,-0.34    ,0.21    ,0.01
19930914   ,-0.38   ,-0.09    ,0.14    ,0.01
19930915   ,-0.01    ,0.26   ,-0.18    ,0.01
19930916   ,-0.21    ,0.15   ,-0.07    ,0.01
19930917   ,-0.22    ,0.03   ,-0.02    ,0.01
19930920   ,-0.40    ,0.30    ,0.16    ,0.01
19930921   ,-0.96   ,-0.30   ,-0.05    ,0.01
19930922   ,-0.08    ,0.19   ,-0.23    ,0.01
19930923    ,0.22    ,0.02   ,-0.22    ,0.01
19930924    ,0.10    ,0.00    ,0.10    ,0.01
19930927    ,0.38   ,-0.08    ,0.14    ,0.01
19930928    ,0.59   ,-0.14    ,0.10    ,0.01
19930929   ,-0.21    ,0.23    ,0.05    ,0.01
19930930   ,-0.43    ,0.32   ,-0.07    ,0.01
19931001    ,0.50   ,-0.30    ,0.06    ,0.01
19931004    ,0.34   ,-0.12   ,-0.01    ,0.01
19931005    ,0.19   ,-0.12    ,0.07    ,0.01
19931006    ,0.64   ,-0.04    ,0.02    ,0.01
19931007   ,-0.08    ,0.25    ,0.03    ,0.01
19931008    ,0.20    ,0.04    ,0.04    ,0.01
19931011    ,0.10    ,0.19   ,-0.10    ,0.01
19931012    ,0.09    ,0.25   ,-0.19    ,0.01
19931013   ,-0.17    ,0.23   ,-0.15    ,0.01
19931014   ,-0.14   ,-0.03   ,-0.58    ,0.01
19931015    ,0.64   ,-0.37   ,-0.16    ,0.01
19931018   ,-0.40   ,-0.09    ,0.00    ,0.01
19931019   ,-0.36   ,-0.20    ,0.31    ,0.01
19931020    ,0.10   ,-0.17    ,0.09    ,0.01
19931021   ,-0.42    ,0.04   ,-0.05    ,0.01
19931022    ,0.23   ,-0.36    ,0.18    ,0.01
19931025   ,-0.11   ,-0.20   ,-0.12    ,0.01
19931026   ,-0.43    ,0.22    ,0.07    ,0.01
19931027   ,-0.32    ,0.40   ,-0.22    ,0.01
19931028    ,0.06    ,0.31   ,-0.05    ,0.01
19931029    ,0.44   ,-0.24   ,-0.06    ,0.01
19931101    ,0.11    ,0.10    ,0.00    ,0.01
19931102    ,0.08    ,0.04   ,-0.11    ,0.01
19931103   ,-0.30    ,0.35   ,-0.09    ,0.01
19931104   ,-1.24    ,0.29   ,-0.01    ,0.01
19931105   ,-0.79    ,0.00   ,-0.25    ,0.01
19931108    ,0.31   ,-0.23    ,0.02    ,0.01
19931109   ,-0.75    ,0.50   ,-0.09    ,0.01
19931110    ,0.32   ,-0.20   ,-0.18    ,0.01
19931111    ,0.18   ,-0.02   ,-0.11    ,0.01
19931112    ,1.14   ,-0.50   ,-0.06    ,0.01
19931115   ,-0.93    ,0.37    ,0.04    ,0.01
19931116    ,0.19   ,-0.53   ,-0.10    ,0.01
19931117   ,-0.25    ,0.04    ,0.30    ,0.01
19931118   ,-0.18   ,-0.34    ,0.06    ,0.01
19931119   ,-0.84    ,0.34    ,0.01    ,0.01
19931122   ,-1.55    ,0.59    ,0.09    ,0.01
19931123    ,0.18   ,-0.17   ,-0.23    ,0.01
19931124   ,-0.20    ,0.34   ,-0.04    ,0.01
19931125    ,0.16   ,-0.42    ,0.23    ,0.01
19931126   ,-0.98    ,0.54    ,0.15    ,0.01
19931129   ,-1.55    ,1.05    ,0.21    ,0.01
19931130    ,0.49   ,-0.47   ,-0.01    ,0.01
19931201    ,1.86   ,-1.04   ,-0.08    ,0.01
19931202    ,0.68    ,0.11    ,0.10    ,0.01
19931203    ,0.32    ,0.05   ,-0.11    ,0.01
19931206   ,-0.08    ,0.55    ,0.13    ,0.01
19931207    ,0.19   ,-0.43    ,0.28    ,0.01
19931208   ,-0.61    ,0.48    ,0.17    ,0.01
19931209    ,0.83   ,-0.66    ,0.18    ,0.01
19931210    ,0.27   ,-0.03    ,0.39    ,0.01
19931213    ,0.17   ,-0.34    ,0.19    ,0.01
19931214   ,-0.77    ,0.35    ,0.12    ,0.01
19931215   ,-0.22    ,0.11   ,-0.04    ,0.01
19931216    ,0.91   ,-0.21    ,0.04    ,0.01
19931217    ,0.64   ,-0.31    ,0.00    ,0.01
19931220   ,-0.67    ,0.49    ,0.31    ,0.01
19931221   ,-0.27   ,-0.02    ,0.24    ,0.01
19931222    ,0.64   ,-0.27    ,0.07    ,0.01
19931223    ,0.39    ,0.19    ,0.02    ,0.01
19931224   ,-0.37    ,0.33   ,-0.02    ,0.01
19931227   ,-0.18    ,0.21    ,0.19    ,0.01
19931228    ,0.55   ,-0.30    ,0.02    ,0.01
19931229   ,-0.36    ,0.21   ,-0.17    ,0.01
19931230    ,0.15   ,-0.05    ,0.14    ,0.01
19931231   ,-0.07    ,0.74   ,-0.03    ,0.01
19940103   ,-0.18    ,0.12    ,0.37    ,0.01
19940104    ,0.43    ,0.28    ,0.15    ,0.01
19940105    ,0.22    ,0.30    ,0.10    ,0.01
19940106    ,0.08    ,0.24   ,-0.14    ,0.01
19940107    ,0.86   ,-0.12    ,0.12    ,0.01
19940110    ,0.75   ,-0.18    ,0.06    ,0.01
19940111   ,-0.21    ,0.28    ,0.32    ,0.01
19940112    ,0.03    ,0.37    ,0.07    ,0.01
19940113   ,-0.48    ,0.34   ,-0.05    ,0.01
19940114    ,0.98   ,-0.35    ,0.17    ,0.01
19940117   ,-0.06    ,0.53    ,0.33    ,0.01
19940118    ,0.30    ,0.24    ,0.01    ,0.01
19940119    ,0.64   ,-0.17    ,0.01    ,0.01
19940120    ,0.24    ,0.00   ,-0.06    ,0.01
19940121    ,0.08   ,-0.18   ,-0.15    ,0.01
19940124   ,-1.41    ,0.79    ,0.33    ,0.01
19940125    ,0.46   ,-0.30    ,0.18    ,0.01
19940126    ,0.95   ,-0.50    ,0.06    ,0.01
19940127    ,0.75    ,0.01    ,0.26    ,0.01
19940128   ,-0.34    ,0.04    ,0.27    ,0.01
19940131    ,2.98   ,-1.47    ,0.58    ,0.01
19940201    ,0.40    ,0.18    ,0.15    ,0.01
19940202   ,-0.12    ,0.33    ,0.15    ,0.01
19940203   ,-0.59    ,0.36    ,0.01    ,0.01
19940204   ,-1.38    ,0.18    ,0.32    ,0.01
19940207   ,-0.47   ,-0.19   ,-0.33    ,0.01
19940208    ,0.28    ,0.33    ,0.29    ,0.01
19940209   ,-0.11    ,0.41   ,-0.02    ,0.01
19940210   ,-0.10    ,0.08    ,0.00    ,0.01
19940211    ,0.03   ,-0.28   ,-0.13    ,0.01
19940214    ,1.14   ,-0.22   ,-0.02    ,0.01
19940215   ,-0.86    ,0.34   ,-0.29    ,0.01
19940216    ,0.32    ,0.32    ,0.05    ,0.01
